pos,bib,name,team,category,rank,nationality,time,timediff,La Charme,Saint-Gervais,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Fouly,Champex Lac,Bovine,Trient,Catogne,Vallorcine,Argentière,Chamonix - Arrivée,la charme_pos,saint-gervais_pos,les contamines_pos,la balme_pos,refuge croix du bonhomme_pos,les chapieux ccas_pos,col de la seigne_pos,refuge elisabetta_pos,col chécrouit - maison vieille_pos,courmayeur - dolonne_pos,refuge bertone_pos,refuge bonatti_pos,arnuva_pos,grand col ferret_pos,la fouly_pos,champex lac_pos,bovine_pos,trient_pos,catogne_pos,vallorcine_pos,argentière_pos,chamonix - arrivée_pos
899,2856,FLAGE Michèle,ENDURANCE GRIGNON,V2 F,899,FR,41:11:55,19:39:57.000000,1997,2910,5545,8367,,13122,17834,18341,22232,23945,26571,28833,31206,34492,38375,44065,53145,57673,,64996,67070,70797,969,972,1990,627,-1,800,566,874,822,1729,535,924,695,402,1035,1510,859,727,-1,868,711,900
900,3278,DELAMARRE Sebastien,RACING CLUB NANTAIS,SE H,901,FR,41:12:05,19:40:07.000000,3027,4693,7310,9223,,13262,17644,17926,21503,23641,27889,30060,32180,33537,37042,42654,51331,55273,,63468,66958,70807,718,1360,600,1589,-1,580,1286,831,572,771,570,845,629,757,472,611,657,726,-1,895,712,901
901,3609,PIQUET Eric,,V1 H,901,FR,41:12:05,19:40:07.000000,3064,4963,7887,10313,,15401,,19595,22966,25367,28341,30058,32177,33535,37040,42642,51326,55271,,63466,66955,70807,998,1356,591,415,-1,401,-1,940,870,1508,1502,1163,536,938,890,1230,726,1104,-1,910,781,902
902,3687,MORIO gilbert,,V1 H,903,FR,41:12:29,19:40:31.000000,2508,3634,6706,9404,,15521,21246,20551,23922,25001,28602,31046,33656,35631,39280,45077,53002,56836,,63667,67367,70831,1677,637,1811,302,-1,262,419,705,1764,729,954,803,809,508,891,910,751,803,-1,911,739,903
903,2297,DUNYACH Jean-Michel,/,V1 H,904,FR,41:12:33,19:40:35.000000,3176,4321,8843,11808,,16868,21778,21146,23893,27141,30029,32526,35217,37971,39971,48501,56171,59474,,64448,67403,70835,328,1220,983,683,-1,897,522,1288,1264,1662,953,1506,422,697,530,927,721,916,-1,905,786,904
904,3054,DUSSART Pascal,COUREURS CELESTES,V1 H,905,BE,41:13:40,19:41:42.000000,2971,4704,7581,9858,,14361,19020,18935,22411,23924,27239,30112,32450,34413,37796,44022,51285,55861,,64233,66676,70902,468,2028,1478,537,-1,1814,286,1316,550,607,891,804,768,796,675,720,803,917,-1,884,785,905
905,2897,HAUMESSER Marc,SAC A POF (FFME),V1 H,906,FR,41:14:04,19:42:06.000000,2869,4134,6958,9161,,13832,19176,18558,21822,23048,27137,29669,31661,34130,37731,42805,54470,58607,,64712,66848,70926,552,1512,518,595,-1,726,633,704,759,870,598,598,573,727,1056,774,863,870,-1,919,775,906
906,1879,ZIMMERMANN David,EFSRA,SE H,907,Fr,41:14:11,19:42:13.000000,3307,4708,7736,9990,,14846,,19974,23730,25315,27093,28710,29826,32521,35364,42301,52584,56304,,64516,67252,70933,1659,349,1730,1247,-1,727,-1,1001,788,876,778,681,989,736,1515,923,719,1009,-1,918,759,908
907,2230,HECKMANN Jacky,EFSRA  REIMS,V1 H,907,Fr,41:14:11,19:42:13.000000,2520,3345,5702,7635,,12404,16767,16754,20452,20903,25256,26752,29568,32607,35769,42294,52587,56220,,63765,67434,70933,2027,348,66,806,-1,1811,797,728,781,423,779,1504,681,990,809,777,813,823,-1,917,760,909
908,3081,DOYEN Edith,EFSRA,SE F,907,FR,41:14:11,19:42:13.000000,2102,2811,4730,6318,,11903,16774,16759,20455,20902,25252,26747,29585,32616,35766,42380,52590,56305,,64516,67433,70933,349,931,1576,723,-1,636,1178,807,789,923,1177,500,873,714,857,652,989,824,-1,1044,740,907
909,2991,CARCASSO Carles,CAESP,V1 H,910,ES,41:14:49,19:42:51.000000,4256,6310,9512,12465,,18304,27842,25216,28546,29303,32765,34603,36854,39280,43882,50058,57458,61712,,68262,69762,70971,1489,1226,1801,631,-1,876,728,726,447,953,745,768,803,737,713,1511,862,1054,-1,962,795,910
910,794,MARCAIS Laurent,SANS,SE H,911,FR,41:17:00,19:45:02.000000,2492,3372,7421,9577,,14573,20385,19755,22879,25599,28794,30966,33200,35508,38964,44380,53148,57216,,64690,67599,71102,818,1523,2136,707,-1,1586,1145,830,464,952,852,899,778,738,856,665,1135,915,-1,1046,796,911
911,795,GANGNEUX Philippe,A S RAIDEURS 37,V1 H,911,FR,41:17:00,19:45:02.000000,2344,3192,5098,7008,,10701,14300,13601,15919,16953,20001,21830,23384,26422,29299,35239,53141,57218,,64693,67597,71102,1435,436,1150,1585,-1,623,335,412,1463,776,713,619,777,765,878,806,902,827,-1,1045,772,912
912,957,IVANOVA Serge,,V2 H,913,FR,41:17:31,19:45:33.000000,2945,4615,7189,9326,,14178,19061,18575,21477,22950,27628,29640,31450,34258,37507,42960,52573,56202,,63792,67062,71133,263,641,1780,1828,-1,1034,546,748,790,1356,805,1596,808,864,667,1512,939,837,-1,800,771,913
913,894,BAUMGART Dieter,BSG DELPHI-DRAKA,V3 H,914,DE,41:18:21,19:46:23.000000,3322,4872,8057,10520,,15155,20412,19586,22739,24659,28260,30605,33657,36075,39362,45724,55279,59102,,64877,67641,71183,686,1522,1799,1794,-1,575,390,785,1549,1626,682,1273,598,997,1520,725,822,740,-1,864,789,914
914,895,STURZL Martin,BSG DELPHI DRAKA WUPPERTAL,V1 H,914,DE,41:18:21,19:46:23.000000,3321,4872,8053,10514,,15138,20406,19572,22737,24660,28253,30608,33659,36077,39360,45725,55282,59104,,64878,67637,71183,1092,546,199,934,-1,510,551,592,811,727,1507,1507,596,653,730,1513,825,896,-1,883,788,915
915,1883,VACHERON Thierry,,SE H,916,CH,41:18:27,19:46:29.000000,3459,5643,8666,11219,,17052,22026,21771,25665,27203,32198,34973,36867,39264,42570,48060,56372,60962,,66290,68770,71189,1825,2197,1644,310,-1,926,1348,593,953,1187,650,1515,855,891,698,760,920,832,-1,882,792,916
916,3543,JEWELL Jack,,V2 H,917,US,41:18:37,19:46:39.000000,4375,6297,9474,11607,,16054,,19871,22450,24283,27109,31527,33808,37080,41666,48123,55317,59287,,65828,68428,71199,309,181,922,547,-1,899,-1,861,929,1501,599,1418,546,1395,1509,1159,727,891,-1,835,791,917
917,2676,JARDAT HUGUES,,V1 H,918,Fr,41:20:00,19:48:02.000000,2015,3325,6634,,,,,,,,28165,30812,32817,34697,38560,44700,,58020,,64767,67508,71282,878,444,387,-1,-1,-1,-1,-1,-1,-1,1508,584,1507,1037,699,1514,-1,892,-1,966,827,918
918,2311,ROCHON Christophe,CLUB DE FOND DE LA RIVIERE,SE H,919,FR,41:20:48,19:48:50.000000,2756,4376,7880,10617,,15038,,19695,22734,26531,28310,30784,33393,35612,38450,44683,53588,57948,,64723,67516,71330,866,585,618,859,-1,464,-1,594,869,832,1000,808,856,1516,846,759,1186,903,-1,964,828,921
919,2677,VENET Gael,,SE H,919,FR,41:20:48,19:48:50.000000,3070,5175,8163,10558,,15698,,20015,23062,26005,,,,,,44679,,57953,,64720,,71330,434,602,491,1658,-1,572,-1,561,634,1586,-1,-1,-1,-1,-1,861,-1,825,-1,898,-1,919
920,3152,CONTRERAS MUNOZ Francisco,INDEPENDIENTE,V1 H,919,ES,41:20:48,19:48:50.000000,4229,6221,9934,12942,,22452,25957,27855,32152,33411,37143,38870,40702,42856,45515,50780,57561,61610,,67304,70104,71330,1384,605,1565,1106,-1,1837,1554,354,1765,478,1505,597,746,629,1587,928,827,822,-1,913,840,920
921,2704,TESTEIL Marc,,SE H,922,FR,41:21:00,19:49:02.000000,3707,5621,8673,11222,,16856,21739,21319,24683,26078,30908,32396,34368,36202,39274,44745,53917,57405,,63799,67287,71342,569,564,2061,663,-1,1665,590,664,1384,816,594,649,515,1521,886,685,1185,889,-1,914,838,922
922,2343,JUST Jacques,LANDEVANT SPORT NATURE,V2 H,923,FR,41:21:25,19:49:27.000000,2856,4220,7754,10467,,15337,,20768,24258,27324,30647,32742,35315,37345,40917,48194,57355,61250,,67135,69596,71367,361,1596,2107,423,-1,1578,-1,1805,918,365,593,648,845,857,802,686,832,1044,-1,926,802,923
923,2895,WAGEMANN Eberhard,BERLIN,V2 H,924,DE,41:21:37,19:49:39.000000,3606,6017,9387,12227,,18577,25950,23661,27240,29041,32768,34616,36852,39400,43885,50094,57456,61723,,68262,69880,71379,680,1273,467,372,-1,1813,964,550,745,770,595,989,1524,856,642,857,767,881,-1,899,818,924
924,1935,POYSAT Georges,CAP NRB,V1 H,925,BE,41:24:51,19:52:53.000000,2747,3887,6381,7935,,12858,16879,16713,20687,22199,27626,36274,38815,40923,44398,49675,59008,62559,,66929,69904,71573,1840,574,1225,371,-1,977,333,1814,723,621,501,1524,1515,906,803,726,824,880,-1,937,820,925
925,2678,BEDOSTRI Raffaele,ATLETICA FRIGNANO,SE H,926,It,41:24:55,19:52:57.000000,2706,3696,6708,9010,,13447,17950,17919,21213,21900,26878,28775,30922,34136,36691,43211,54637,57620,,65239,67751,71577,632,380,216,1261,-1,976,386,1120,365,873,987,799,656,771,780,1447,837,885,-1,946,899,926
926,3347,VAN GELE Laurent,,SE H,927,Fr,41:25:04,19:53:06.000000,2659,4513,7558,9563,,14888,19757,18996,22975,24330,28984,31799,34055,37822,41109,46378,55301,58857,,64956,67278,71586,336,1653,97,873,-1,431,647,1523,395,1024,1597,1024,899,925,913,888,1437,815,-1,925,900,927
927,551,GERY Mathias,KIKOUROU.NET,SE H,928,FR,41:25:27,19:53:29.000000,1985,2625,5407,9569,,13088,,18429,20652,20974,27019,29352,35425,38049,40838,47952,56597,60346,,68785,69893,71609,1059,321,478,868,-1,665,-1,272,662,393,584,863,522,1042,715,849,890,750,-1,857,964,930
928,1127,DUTERME virginie,,SE F,928,FR,41:25:27,19:53:29.000000,3152,4639,7549,9512,,13808,17610,17250,19778,20820,27025,29372,35426,38051,40842,47950,56595,60637,,68787,69894,71609,1071,1264,479,451,-1,970,385,784,767,403,864,656,480,1161,823,887,891,767,-1,881,819,931
929,2969,JACQMIN Nathanael,,V1 H,928,BE,41:25:27,19:53:29.000000,3777,5029,7898,9959,,14881,19238,18874,21867,24616,27763,29756,32290,34963,37811,43080,,57145,,63877,67268,71609,870,309,601,452,-1,969,1355,1416,915,808,657,695,1585,1041,733,694,-1,924,-1,880,766,929
930,3079,HENNEBERT Philippe,,V1 H,928,BE,41:25:27,19:53:29.000000,3779,5029,7899,9972,,14884,19880,18984,22152,24629,28219,30458,32301,35482,37785,43833,53305,57163,,64341,67177,71609,1491,165,1188,700,-1,1024,605,770,1783,995,620,1142,679,699,864,902,798,893,-1,934,836,928
931,3616,BONNET Alain,SPEEDY CLUB DE PROVENCE,V2 H,932,FR,41:25:33,19:53:35.000000,3154,4350,6900,10408,,17081,27931,25070,29659,30676,35855,38702,40505,42372,45208,52131,62223,64713,,68159,69953,71615,1823,1191,727,1580,-1,577,1563,1372,604,1034,925,792,863,730,1588,808,823,798,-1,806,918,932
932,2020,BAIETTO Jean Marc,,V1 H,933,FR,41:25:36,19:53:38.000000,2925,3817,6567,8231,,12083,16313,16213,19531,20713,24412,26873,29265,31667,34632,41117,48954,53417,,62418,,71618,1816,952,1492,867,-1,1594,1412,1163,667,1521,649,809,502,698,965,886,892,943,-1,847,-1,933
933,2776,ROBERT Alain,SPEEDY CLUB DE PROVENCE,V2 H,933,FR,41:25:36,19:53:38.000000,3153,4349,6900,10404,,17079,27926,24520,29660,30678,35856,38699,40507,42375,45210,52140,62221,64714,,68161,69958,71618,755,1670,975,889,-1,593,1562,581,1300,669,927,629,544,1509,936,1289,884,1446,-1,858,917,934
934,623,PELUSO Bertrand,ASCEA CAD,V1 H,935,FR,41:27:19,19:55:21.000000,3839,5490,8679,11635,,17907,27504,23915,26640,27706,32763,34399,36724,39146,40841,46501,56309,59902,,65363,67282,71721,283,953,976,974,-1,799,579,620,792,464,470,986,469,823,677,1164,981,985,-1,848,916,935
935,428,CALAIS Guillaume,CSMR,SE H,936,FR,41:28:01,19:56:03.000000,2180,3629,6531,9767,,14701,18216,18631,23246,30674,32037,34123,36029,38624,41105,46016,56604,61930,,68719,70280,71763,1495,1884,371,973,-1,1354,619,777,769,705,928,636,1036,1522,678,897,982,988,-1,841,758,936
936,2480,DAGNES Philippe,CARABINIER DE MONACO,SE H,937,Fr,41:28:16,19:56:18.000000,2554,3760,6945,9471,,14815,,19699,23104,25896,28081,29548,31752,34888,37583,42562,57657,61259,,66821,68603,71778,476,588,372,1520,-1,1815,-1,776,1021,706,768,1584,880,639,987,1287,984,987,-1,1161,931,937
937,3544,CRESPY jean-paul,C.A.BRIVE,V2 H,937,FR,41:28:16,19:56:18.000000,3245,4818,8568,11241,,17165,22208,22010,25705,27021,30397,32694,35077,36890,40098,45838,55007,59483,,65001,67078,71778,1357,974,1107,612,-1,534,659,829,423,1811,769,696,881,860,906,751,983,986,-1,896,736,938
938,3267,MESMEUR Gérard,,V1 H,939,Fr,41:28:34,19:56:36.000000,2047,3500,6529,8559,,13723,17068,16980,20557,21928,25306,27847,29976,33673,38185,44084,51356,55270,,63095,,71796,1281,997,309,1654,-1,672,1553,1262,803,777,1161,889,912,729,1516,936,1058,966,-1,821,-1,939
939,2919,RENSON Luc,LES COUREURS CELESTES,V1 H,940,BE,41:28:53,19:56:55.000000,3461,5150,8231,10833,,17074,25297,23296,27180,30788,33208,35469,38701,41418,44637,49999,56729,61276,,67581,70014,71815,842,143,1813,949,-1,1661,550,703,992,778,1419,890,1520,1449,664,1054,976,911,-1,940,794,940
940,2159,LITHERLAND Catherine,HOLMFIRTH HARRIERS,SE F,941,GB,41:29:18,19:57:20.000000,3762,5451,9194,11834,,17062,25235,23358,27060,28253,31178,33335,35088,37336,41551,47517,55651,59876,,65772,68443,71840,30,1152,1533,1050,-1,607,1284,1663,1343,807,1232,516,891,913,930,537,931,912,-1,941,815,942
941,3655,LANGDON Alex,MACCLESFIELD-HARRIERS,V1 F,941,GB,41:29:18,19:57:20.000000,3767,5554,9196,11837,,17063,25377,23473,27120,28254,31035,33332,35091,37334,41562,47540,55654,59878,,65774,68447,71840,1681,1626,602,950,-1,900,1285,2004,860,1450,1525,785,789,619,852,731,1018,717,-1,916,816,941
942,898,CHALOT Olivier,LA BOUSSOLE GONFREVILLAISE,V1 H,943,FR,41:30:51,19:58:53.000000,3591,5031,7633,9588,,15577,,21135,,28189,30817,33556,36366,38296,42507,49155,57460,61204,,66991,69260,71933,1661,1578,330,770,-1,1511,-1,1660,-1,888,786,746,507,1527,905,985,962,1328,-1,945,764,943
943,2842,GOYENECHE Gerard,,V1 H,944,FR,41:32:46,20:00:48.000000,2114,3174,5773,8211,,12469,17636,17388,20134,20812,24762,26276,28905,30217,33536,38300,49954,54632,,62249,,72048,1355,1594,243,557,-1,1510,670,743,535,744,907,1041,905,1525,689,874,815,1329,-1,1008,-1,944
944,3351,GONCALO Silva,CLUBE AVENTURA DA MADEIRA,SE H,944,PT,41:32:46,20:00:48.000000,3490,5218,8033,10507,,16107,21268,20800,25873,28529,35154,37610,39610,41076,43892,49087,59342,62124,,65984,67753,72048,1797,668,328,1684,-1,1832,809,1659,715,803,637,589,1448,1517,929,1029,1283,914,-1,985,741,945
945,2547,NOE Laurent,,SE H,946,FR,41:33:38,20:01:40.000000,3542,5036,8017,10109,,14658,18912,18580,22568,23719,26518,28385,29990,32679,35883,41894,54569,59061,,65833,68094,72100,740,469,1498,1582,-1,629,701,1496,943,1515,747,1040,1160,867,1161,908,1281,901,-1,891,769,946
946,2903,KAHN Sebastien,AS NEUF CEGETEL,SE H,946,FR,41:33:38,20:01:40.000000,1764,2242,4141,5915,,9561,14582,14244,17347,18615,23338,25549,27833,31509,35931,41560,52878,56913,,65078,67858,72100,439,923,1440,1809,-1,771,510,1098,1683,1318,892,724,1163,905,860,828,999,935,-1,944,731,947
947,2938,JORDI Cruells Vilardaga,,V1 H,948,Es,41:33:49,20:01:51.000000,3357,5183,9420,12060,,18742,27181,25474,29554,31255,35374,37342,39273,41232,45153,50904,57982,62062,,68052,69418,72111,1216,1800,386,814,-1,1250,330,322,1620,525,874,1520,770,1035,1395,851,979,862,-1,894,732,948
948,2732,ROUXEL J-Pierre,MARATOURISTES DREUX,V1 H,949,FR,41:34:13,20:02:15.000000,3022,4650,7514,10317,,16210,22268,21726,25629,26582,30825,33717,36696,38602,43937,51058,62438,66103,,70547,71393,72135,1041,467,1309,1291,-1,359,933,321,1766,513,1187,926,1593,900,1042,778,880,834,-1,893,812,949
949,1816,MARTIN Olivier,SEMUR ATHLETISME AVENTURE,SE H,950,FR,41:35:40,20:03:42.000000,1664,2379,3946,5291,,7958,12525,12194,14066,14834,19153,20611,22154,24305,26075,29704,40360,44050,,53488,60331,72222,321,65,2137,1680,-1,471,397,796,1013,1447,1188,545,728,877,1041,870,879,1192,-1,1109,757,950
950,3294,WALES Chris,AIRE,V2 H,951,GB,41:37:03,20:05:05.000000,3531,5212,8278,10801,,16022,21614,21240,24529,25874,31851,34114,36417,38886,41987,49973,59103,63200,,68346,70176,72305,1042,1859,218,1807,-1,728,761,950,605,746,917,1176,726,886,629,1006,991,983,-1,915,868,951
951,2045,BERNARD Stéphane,AMIS DES CARROZ,SE H,952,FR,41:37:26,20:05:28.000000,3490,5079,8268,10881,,15717,,20564,24519,25819,29732,33568,35579,38356,42111,48757,56989,60764,,67129,69185,72328,682,1502,217,591,-1,664,-1,806,1472,1142,973,770,792,983,1506,785,910,995,-1,1063,793,953
952,2349,JORG Armin,,V1 H,952,CH,41:37:26,20:05:28.000000,3497,5206,8458,10845,,16091,21357,21044,24585,26124,29740,33499,35582,37989,42113,48624,57018,60705,,67122,69184,72328,546,1054,408,769,-1,1688,505,1099,1466,797,906,927,935,460,728,786,911,961,-1,1041,1291,952
953,592,CHEYNEL Thierry,,V2 H,954,FR,41:37:49,20:05:51.000000,2477,3847,6144,8664,,13483,17825,17872,20898,22204,26687,27655,29258,31901,35066,40589,51534,56258,,64362,67654,72351,882,817,1734,1037,-1,413,858,951,1622,977,771,537,964,1008,877,841,750,970,-1,1042,858,954
954,1829,PETER Françoise,FENNECS DES PINS,V1 F,954,Fr,41:37:49,20:05:51.000000,2476,3852,6152,8715,,14593,17917,17910,20970,22203,26684,27671,29256,31899,35063,40621,51553,56258,,64362,67657,72351,444,1369,650,1038,-1,1485,774,524,466,976,800,964,756,965,844,783,921,844,-1,1072,952,955
955,3042,LEGER Didier,,V2 H,956,FR,41:38:23,20:06:25.000000,2991,4617,7677,10702,,16183,21609,21311,25018,26748,31584,34164,36396,38884,42361,49178,58784,63468,,69429,70808,72385,708,158,636,361,-1,561,760,778,1413,994,696,673,1003,1004,1449,821,913,855,-1,886,756,956
956,2694,SCHAEGIS Daniel,,SE H,957,FR,41:39:00,20:07:02.000000,3302,5296,8835,11498,,17856,27872,25330,29177,30582,34606,37339,39705,43030,47064,53341,60190,63869,,68774,70126,72422,384,1848,1487,578,-1,321,734,922,1473,1513,423,1036,859,876,729,710,1039,1191,-1,968,915,957
957,508,CAZALY William,,V3 H,958,FR,41:39:03,20:07:05.000000,3099,4656,7679,10493,,15335,,20027,23134,23847,27683,30440,33425,35728,39656,46202,56235,60471,,68146,70382,72425,1826,434,570,570,-1,1817,-1,1292,1139,1250,990,856,889,1031,1072,855,1042,980,-1,888,842,958
958,1048,PANISSET Claude,FAUCIGNY ATHLETISME CLUBIEN,V2 H,959,FR,41:39:12,20:07:14.000000,3504,5638,9529,12176,,17795,,23215,26820,28012,31667,34371,36855,39187,43058,49682,57179,61413,,67568,69459,72434,143,1818,1571,593,-1,322,-1,794,944,1110,733,855,890,733,1517,826,1041,1063,-1,879,826,959
959,1923,BECHADE Jean-Luc,,V1 H,960,FR,41:39:15,20:07:17.000000,3349,5223,8467,10665,,15171,,19662,23133,24086,30264,32450,34153,37731,40303,46486,58552,61740,,67399,69599,72437,1794,1387,1794,1093,-1,873,-1,866,1101,1587,1041,679,1041,852,1522,753,1005,878,-1,936,825,960
960,2282,POZZOBON Claude,CCAS,V1 H,961,FR,41:39:19,20:07:21.000000,2821,4532,8294,11249,,16359,21906,21763,25790,27670,30905,32616,34677,36727,40253,47404,60296,64177,,68943,70625,72441,605,2104,723,1501,-1,1507,568,898,478,996,1042,728,866,1251,734,1070,1004,879,-1,924,867,961
961,2291,GLADKOFF Hervé,TRIATHLON DU SALEVE,V1 H,962,FR,41:39:44,20:07:46.000000,3713,5356,8083,10443,,15332,,20035,,26324,32222,34209,36700,38384,41450,47047,57402,61262,,67338,69460,72466,782,1410,596,511,-1,364,-1,572,-1,1596,624,1448,1040,918,786,1109,1003,972,-1,1043,817,962
962,2598,BARON Arnaud,TOM COURSE,SE H,963,FR,41:41:03,20:09:05.000000,2879,4323,6825,9226,,14581,20757,19725,23384,24786,26667,28590,30861,33004,36932,42020,50931,55314,,64776,68166,72545,883,804,839,592,-1,1035,772,635,1772,1003,680,547,1013,1072,938,1034,717,971,-1,942,911,963
963,2347,RICARD Bonastre Verdaguer,,V1 H,964,Es,41:41:51,20:09:53.000000,4184,6362,9508,12155,,18360,25932,23134,26520,27979,31070,33566,35599,37293,41340,47165,55431,59594,,64488,67038,72593,2026,2092,936,1830,-1,1290,418,1286,403,516,793,470,713,677,811,892,888,1084,-1,1009,821,964
964,1996,DAVIN Marc,,V1 H,965,Fr,41:43:55,20:11:57.000000,2200,3362,5361,7002,,10970,15568,15970,20556,21622,28270,31048,33508,35853,39398,44883,53973,57649,,64864,67715,72717,181,896,933,1453,-1,685,417,967,720,912,1595,1660,752,678,654,917,1266,1070,-1,802,832,965
965,2069,ROUYER Benjamin,CARABINIER DU PRINCE DE MONACO,SE H,965,Fr,41:43:55,20:11:57.000000,2256,3237,5086,6909,,11865,16712,16291,19190,20736,27300,29376,31753,34574,37579,42544,59275,62102,,68742,69964,72717,695,1823,1496,553,-1,749,764,968,1141,481,905,726,1660,1165,777,916,966,833,-1,801,835,966
966,2844,RIONDET Gilles,ASCAAP,V2 H,965,FR,41:43:55,20:11:57.000000,2876,4578,7680,10248,,15276,20817,19682,22910,24534,28266,31043,33504,35851,39395,44871,53975,57643,,64862,67712,72717,1039,276,540,497,-1,659,1569,758,975,523,770,1585,1273,1164,1008,915,844,938,-1,1086,843,967
967,3396,GARDIEN Jean-Marie,,V1 H,965,FR,41:43:55,20:11:57.000000,3412,4819,7341,9379,,15011,20792,19981,23629,25784,30545,32441,34455,36124,39589,45877,56169,60550,,67397,69996,72717,1265,1109,1418,1824,-1,557,460,1505,524,1510,1004,891,1596,637,763,1040,957,939,-1,1011,944,968
968,2607,EVESQUE Boris,,SE H,969,Fr,41:43:59,20:12:01.000000,3672,5411,8814,11354,,17695,25392,22690,26058,27240,31042,33576,35840,37323,40671,45260,55031,59093,,66588,69127,72721,741,282,456,1138,-1,1294,512,1407,1490,1511,789,481,785,1059,762,812,1065,932,-1,994,799,969
969,2948,BORTOLUZZI Stephane,,SE H,969,FR,41:43:59,20:12:01.000000,2576,3686,6785,9954,,16250,21551,21338,24596,26095,31039,33503,36475,38303,42254,48734,57482,61739,,67312,69545,72721,1651,1499,324,677,-1,582,876,1032,735,779,788,523,1034,762,669,1042,1079,867,-1,1010,958,970
970,1955,MARMOLLE Frank,TRIATHL'AIX,SE H,971,FR,41:44:18,20:12:20.000000,2782,3695,6214,9124,,13209,18680,17941,19293,19924,25105,26621,30559,35843,38887,46482,58454,62381,,68649,70809,72740,926,1909,670,888,-1,1157,717,606,734,1041,965,503,673,763,469,919,934,1047,-1,952,833,971
971,2201,BOISSONT Sophie,,SE F,971,FR,41:44:18,20:12:20.000000,2781,3695,6216,9126,,13206,18671,17953,19284,19924,25116,26631,30565,35844,38891,46443,58451,62383,,68649,70811,72740,703,1908,1798,539,-1,1819,1222,1585,573,1040,1025,1160,1176,1177,1031,1039,935,1008,-1,1036,751,972
972,1986,LUCAS SANCHEZ Roque,C. E PALAU-SOLITA I PLEGAMANS,V2 H,973,ES,41:44:49,20:12:51.000000,4186,6499,10199,13025,,18364,25935,23138,26520,27979,31094,33570,35596,37296,41336,47161,55427,59595,,64487,67034,72771,1047,603,803,743,-1,445,1260,663,1237,844,728,880,901,844,1025,707,1158,866,-1,1035,880,973
973,2027,JUGIE Pascal,GIPSPORT AVENTURE,V1 H,974,FR,41:45:17,20:13:19.000000,2823,3802,6260,8099,,13598,19132,19229,22456,24610,27111,34638,35948,38716,40378,46009,56345,59833,,67313,69987,72799,1035,1658,642,1188,-1,1383,256,984,513,752,860,881,900,936,1523,635,1156,1046,-1,951,787,974
974,2396,HAMMEL BRUNO,GIPSAVENTURE,V1 H,974,Fr,41:45:17,20:13:19.000000,3033,4397,7724,10424,,15778,,20664,23361,26934,29693,32432,34917,36920,40384,47501,56343,59831,,67312,69930,72799,1036,1214,1040,753,-1,746,-1,783,1558,1013,729,644,636,889,1166,964,1157,1007,-1,922,857,975
975,2395,REAL PEREZ Manuel,YWNRA,V2 H,976,ES,41:45:37,20:13:39.000000,2672,3860,6013,7447,,11070,16324,16162,18822,20018,23239,24825,26851,30151,33117,39368,50301,54904,,62399,,72819,1858,881,2054,1751,-1,1418,1342,1155,1039,743,1449,935,724,1229,873,803,834,1140,-1,1039,-1,976
976,2477,SMITH David,MOLE VALLEY ATHLETICS CLUB,SE H,977,GB,41:45:40,20:13:42.000000,2817,4182,6771,9109,,14030,,20121,24163,29583,31967,34022,35933,38594,42335,50173,60057,63784,,68464,70113,72822,415,2227,317,418,-1,805,-1,992,881,997,1340,1663,928,806,1251,962,1090,1022,-1,878,906,977
