pos,bib,name,team,category,rank,nationality,time,timediff,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Bovine,Trient,Catogne,Vallo,TaVents,Flégère,Arrivé,delev_pos,stger_pos,conta_pos,balme_pos,bonhom_pos,chapieu_pos,seigne_pos,combal_pos,mtfavre_pos,checrou_pos,courm_pos,bertone_pos,bonatti_pos,arnuva_pos,gdcolf_pos,fouly_pos,champex_pos,bovine_pos,trient_pos,catogne_pos,vallo_pos,tavents_pos,flégère_pos,arrivé_pos
1208,3819,ISHIKAWA Junji,ISHIKAWA TATAMI SHOP,SE H,1209,JP,43:32:02,22:57:05,3679,5575,8821,12458,15551,17473,,24495,27071,28445,30367,34565,36998,38928,41872,45879,52819,59676,64216,68613,71313,75436,77864,82625,619,1731,1267,810,2254,820,-1,961,1023,1191,1345,1287,1301,994,923,827,1099,1173,1114,1197,1377,1251,1184,1209
1209,3747,SCHOCH Markus,TEAM RAIDLIGHT,V1 H,1210,DE,43:32:27,22:57:30,2726,3964,7025,9222,11444,13248,,18937,21122,22692,24522,29045,32380,34786,38639,42610,49145,55514,60113,66421,70887,77755,79991,82650,1857,2185,711,1102,819,537,-1,1127,1024,1077,816,874,1421,1504,988,828,1077,1338,1337,1111,1072,1191,1193,1210
1210,1183,GROSVALET Olivier,PGAC,V1 H,1211,FR,43:32:35,22:57:38,3138,4402,9310,12113,14810,16362,,24288,26883,27819,29410,35447,38680,41511,43504,46229,54585,62461,66194,71964,75552,80004,81612,82658,2078,1787,536,2063,913,2068,-1,747,589,1194,1196,1802,817,1804,1020,1015,1152,1721,1069,1180,1307,1181,1215,1211
1211,3084,SOUADET Eric,ACSB BUZANCAIS,V1 H,1212,FR,43:32:50,22:57:53,3087,4926,10187,12659,15676,17566,,24899,27414,28849,30695,34557,37095,38906,42135,45731,53779,60034,64738,70374,73749,77858,79490,82673,1344,841,459,864,777,1538,-1,840,1924,1854,2070,1291,843,1068,998,1023,851,1288,1036,1146,1119,1216,1203,1212
1212,2890,DELIAU Bastien,,SE H,1213,FR,43:33:24,22:58:27,2979,4376,10380,13543,16146,17096,,22941,25457,27059,28503,35318,38590,41311,44749,47480,53832,62945,65927,70795,73425,78780,80302,82707,1053,1607,1089,888,920,1314,-1,839,1030,1343,712,1805,1163,1488,1067,1024,1003,1016,978,1176,1260,1217,1190,1213
1213,4670,MATHIEU Johann,,SE H,1214,FR,43:33:27,22:58:30,2980,4391,10379,13549,16146,17552,,23048,25460,27077,28639,35364,38594,41318,44756,47517,53829,62952,65929,70756,73465,78776,80286,82710,2134,853,1009,1491,555,1384,-1,638,1076,1785,1326,1703,842,1426,1321,1110,1092,1237,1015,1177,1235,1162,1239,1214
1214,2053,ROEHRL Gerhard,TRITEAM TEMPO-SPORT,V2 H,1215,DE,43:33:51,22:58:54,3464,5056,9278,12213,15159,16971,,23551,25997,27297,28662,33598,36770,39183,42693,46377,53771,59785,64443,69024,72835,77606,79887,82734,1350,545,899,1854,1175,1857,-1,1549,1384,1167,1030,1054,1052,1230,1355,1435,1218,979,1083,1314,1166,1323,1225,1215
1215,3034,GIL PASCUAL Gregorio,AE MUNTANYA,V1 H,1216,ES,43:34:12,22:59:15,3353,5451,9521,12484,15325,17657,,25045,27508,29147,30962,35328,38126,40581,43125,46701,54112,60026,64187,69277,72255,77645,79767,82755,608,1861,861,1557,598,1031,-1,1418,1858,689,723,1255,1907,787,1791,1309,1105,1118,1101,1131,1097,1256,1205,1216
1216,3103,DONOSO RODRIGUEZ Angel,AE MUNTANYA,V2 H,1217,ES,43:34:13,22:59:16,3354,5450,9520,12481,15327,17658,,25049,27510,29104,30958,35332,38128,40797,43129,46703,54107,60028,64185,69283,72249,77648,79774,82756,1971,1103,1317,596,865,1231,-1,1897,1345,1813,724,751,1246,1183,1859,1207,1104,1010,1100,1298,1111,1210,1204,1217
1217,3929,MIRET TORRENS Albert,ELS XULIUS,V1 H,1218,ES,43:34:34,22:59:37,2655,3953,6825,9012,11058,12770,,18756,21475,22728,24288,29233,31971,34467,38101,41763,50581,57330,61976,71222,73480,80102,81506,82777,1201,610,1751,597,648,2198,-1,976,1619,1239,945,760,1056,998,919,1077,1345,1301,1247,1296,1095,1160,1200,1218
1218,4520,VINSON Bernard,VEO 2000 LA PLAGNE,V2 H,1219,FR,43:35:20,23:00:23,2804,4105,7744,11040,14086,15657,,22293,24541,25866,27761,32561,35822,37931,42038,45927,53880,61833,65718,72884,75558,79437,81155,82823,817,2270,1540,546,684,1365,-1,977,1241,698,944,894,1124,943,1384,1173,1286,1133,1248,1187,1098,1232,1224,1219
1219,3607,NAKAGAWA Toshifumi,,V2 H,1220,JP,43:36:11,23:01:14,3633,5223,8820,11231,14087,15556,,21231,23699,24899,26627,31417,34504,36624,40162,43124,49124,56574,61047,66213,70937,76490,78365,82874,2070,2072,1272,547,1102,1158,-1,853,1965,1382,684,893,1209,826,859,1800,1356,1134,1537,1138,1173,1212,1232,1220
1220,2990,DENONCIN Thierry,,V2 H,1221,BE,43:36:20,23:01:23,2348,3432,7196,9964,12226,13847,,19953,22590,24063,25567,31129,33909,36432,39254,42366,48311,56007,60594,65928,70735,77600,80115,82883,733,2125,1287,594,1816,574,-1,1026,1115,1798,1238,1865,632,1143,1065,1061,1134,1345,1297,1064,1256,1225,1355,1221
1221,3804,ROBIN Nathalie,AIX ATHLE PROVENCE,V2 F,1222,FR,43:36:50,23:01:53,2685,3968,6875,8580,10866,12433,,18240,20800,22266,24041,29226,32051,34493,38384,42394,49946,57863,62075,67198,70844,78048,80105,82913,1363,935,1857,400,1729,654,-1,899,1326,1717,574,925,900,1355,1269,1010,995,1510,1173,1079,1254,1224,1165,1222
1222,3805,BONNET Eric,AIX ATHLE PROVENCE,V2 H,1222,FR,43:36:50,23:01:53,2686,3968,6876,8582,10865,12448,,18245,20795,22314,24043,29223,32047,34497,38386,42394,49951,57866,62079,67201,70852,78052,80101,82913,646,924,849,1274,1275,1197,-1,670,1600,1113,932,1239,970,806,1324,1158,1018,1509,1110,1269,1187,1286,1210,1223
1223,4687,MARAVEGIAS Sofoklis,,V2 H,1224,GR,43:36:52,23:01:55,3770,5671,9463,12516,15569,17379,,24256,27068,28375,30220,34577,37211,39374,42503,45926,53324,58631,62961,67811,71460,77901,79915,82915,212,522,2257,1637,2064,595,-1,1023,857,930,691,1055,1618,1742,1378,1201,1232,1123,1109,1062,1188,1265,1283,1225
1224,4707,TSOGKARAKIS Panagiotis,ADVENDURE,V1 H,1224,GR,43:36:52,23:01:55,3768,5666,9463,12513,15575,17366,,24251,27065,28378,30218,34573,37237,39408,42497,45923,53320,58651,62960,67819,71459,77899,79902,82915,951,1238,649,651,889,673,-1,864,933,1166,1384,1135,971,975,1426,1251,1355,1033,1238,1227,1216,1308,1284,1224
1225,3296,ISHIHARA Michihiro,KAWASAKI TACHIBANA ALPINE CLUB,V1 H,1226,JP,43:36:59,23:02:02,3756,5627,9383,11883,14777,16683,,24876,27395,29131,30782,34765,37983,40325,43708,47497,54607,60956,65029,70384,73758,79256,81276,82922,2092,947,965,851,681,1385,-1,912,1456,1863,1065,1010,975,1270,938,1095,1145,1179,1154,989,1215,1253,1160,1226
1226,4774,COURRIER Fabien,,SE H,1227,FR,43:37:05,23:02:08,3113,4576,8483,11502,15096,17435,,26359,29546,31041,32465,37806,41278,43745,47344,50825,58273,65348,69193,72778,75275,80105,81403,82928,376,717,1065,1183,1069,1817,-1,1067,944,656,832,655,976,794,863,1197,1259,1357,1240,990,1239,1254,1176,1227
1227,4388,GRILLI Carlo,SDS-L'AQUILA,V1 H,1228,IT,43:37:13,23:02:16,3466,5203,9464,12571,15411,17454,,24491,26996,28392,29630,35123,37851,40108,43974,47760,54620,63160,67404,72091,74924,78920,80307,82936,1734,794,846,1408,1230,704,-1,1022,1624,1919,1027,917,1357,925,1197,989,1137,1252,1119,1110,1292,1176,1234,1228
1228,3741,STICH Eric,,V1 H,1229,FR,43:37:14,23:02:17,3383,5172,10194,13534,16834,19469,,27798,30050,31882,33219,38606,42849,45040,48927,51839,58615,64548,68243,71676,74454,79060,80887,82937,2270,970,330,707,981,2252,-1,844,1252,1236,1391,1948,1838,1269,1010,988,1035,1251,1195,1681,1287,1132,1265,1229
1229,3968,MATHESSIS Spyridon,ARCHILOHOS CORFU,V2 H,1230,GR,43:37:25,23:02:28,3409,5174,8890,11314,14073,16037,,21876,24223,25649,27045,31940,34576,36927,39790,42983,49002,56164,60714,66144,70874,77373,79572,82948,100,782,494,1400,536,900,-1,1863,1175,913,1860,1269,1049,1156,1323,1323,1565,1308,1071,1221,1121,1205,1223,1230
1230,4713,COLET Xavier,,SE H,1230,ES,43:37:25,23:02:28,2744,4085,8088,10435,12473,14031,,19412,21652,23294,25189,31123,33477,35804,38063,41211,47936,56852,60716,64710,68228,76476,78483,82948,1347,533,625,1535,1316,2200,-1,788,691,1324,1076,921,1405,860,1504,1504,1067,1310,1184,1255,1046,1204,1222,1231
1231,4250,TRELLE Pierre,,V3 H,1232,FR,43:37:32,23:02:35,2958,4596,8493,11812,14761,16767,,23544,25858,27126,28428,33682,36436,38337,41478,44591,50763,57985,62063,67447,70948,77813,79919,82955,738,676,795,1136,753,651,-1,2204,915,2071,915,1321,1300,1003,1437,1003,968,1309,1185,1203,1035,1190,1207,1232
1232,4127,BRYANT Patty,,V2 F,1233,US,43:37:44,23:02:47,3272,5214,9159,11123,13457,14871,,19622,21622,23031,24519,30266,33699,37129,41993,47215,56156,60532,64205,68999,72476,78599,80531,82967,743,1551,458,2251,1669,1037,-1,1368,1485,1085,1138,1067,851,1233,1723,1856,1799,1199,1233,1112,1238,1239,1221,1233
1233,2708,MOUSSEL Francois,SPN VERNON,V2 H,1234,FR,43:37:45,23:02:48,2157,3517,6866,9349,11853,13664,,19628,22200,23878,25566,29673,32421,34780,38329,41965,47833,55716,60104,67308,71221,77486,80051,82968,1207,655,370,856,548,690,-1,1597,1534,1027,976,1860,559,1055,1270,1384,1082,1105,1300,1276,1178,1168,1149,1234
1234,1049,LAPAZ Pablo,CIMARRONES,V1 H,1235,UY,43:38:03,23:03:06,2939,4381,7615,10256,12804,14554,,22275,25279,26862,28245,36335,39929,41985,46636,50778,58323,65341,69781,74750,76998,81134,82325,82986,1607,1791,900,1582,547,914,-1,1251,932,1074,1056,1545,822,1321,1207,1321,1201,1104,1318,1164,1164,1169,1254,1235
1235,3193,FERNANDEZ MUNOZ Emilio,INDEPENDIENTE,V1 H,1236,ES,43:38:37,23:03:40,2809,4166,8863,12012,14995,16787,,23878,27154,28626,30148,34554,36582,38317,41848,45689,52171,57869,62089,68602,72057,77540,79352,83020,2412,759,503,901,1313,693,-1,2064,684,682,1485,1141,925,1067,1133,1009,912,1114,1277,1297,1266,1237,1253,1236
1236,2634,BURGIN Matt,,V1 H,1237,GB,43:39:20,23:04:23,2637,3915,7945,10379,12953,14876,,22410,24887,26616,27993,32966,36385,38914,41566,46284,53052,58736,63662,67902,72498,78021,80190,83063,1698,1544,1013,900,597,712,-1,1114,823,1021,1057,807,787,947,1057,969,1064,1113,1334,1500,1232,1642,1140,1237
1237,3864,DESRUELLE reynald,,V2 H,1238,FR,43:40:01,23:05:04,3248,4535,8114,10956,13497,14922,,21145,23492,24483,25940,29636,31888,33724,36960,40420,47927,54635,59856,66357,70884,76866,79187,83104,1993,1126,892,1417,902,1317,-1,1103,822,1022,921,1170,1122,1104,1338,943,905,1195,1172,1118,1120,1222,1237,1238
1238,2711,HERVE Thierry,,V1 H,1239,CH,43:40:03,23:05:06,2606,4004,8621,11032,13508,15013,,19907,22107,23337,24681,31855,33863,36026,39494,42621,48881,57520,62206,68852,72433,77978,79899,83106,1787,654,927,1348,901,902,-1,1437,1867,814,1168,943,1047,1105,1152,1304,1005,1209,1175,1011,1250,1223,1208,1239
1239,3590,EMMS Luke,,SE H,1240,GB,43:40:05,23:05:08,3586,5311,9688,12335,15051,16625,,23819,26454,27701,29215,33838,36693,38681,41776,45126,51072,57373,61197,68608,72263,79266,80992,83108,1209,299,853,1245,1279,903,-1,945,1295,951,1020,982,1363,678,903,1269,1072,1192,1380,1092,1251,1200,1206,1240
1240,4291,GRYFE Robert,,V1 H,1241,CA,43:41:05,23:06:08,3310,5134,8785,11379,14042,15761,,20735,22989,24417,25686,31173,33489,35774,38443,41904,48840,55073,58600,62920,66231,77339,79486,83168,1088,1633,760,816,594,1494,-1,997,746,1454,957,1230,1270,1065,1056,1270,1720,1333,1353,1150,1236,1266,1163,1241
1241,4574,GARCIA Carlos,ZATOPEK ATLETISMO,SE H,1242,ES,43:42:46,23:07:49,2103,3063,5952,8277,10097,11508,,18089,21577,23332,24678,32221,35104,38360,41432,45719,52825,60115,63593,69491,72608,79990,81700,83269,679,1619,721,465,541,2193,-1,860,1607,1437,1437,1270,778,1197,902,895,1426,1341,929,1204,1186,1263,1248,1242
1242,3266,TOURNE Boris,,V1 H,1243,FR,43:42:48,23:07:51,1242,1784,3891,5787,7112,7902,,13555,15878,17154,18660,23687,26680,28871,31804,35062,44988,52184,57984,65684,69776,76480,79267,83271,1505,1026,1735,1025,1384,643,-1,1075,1128,723,982,1796,1176,1338,925,925,1288,1189,1067,1170,1308,1261,1261,1243
1243,3523,MORCILLO Julián,TIERRA TRAGAME (ESP),SE H,1244,ES,43:42:55,23:07:58,2103,3063,5954,8280,10094,11489,,17740,21215,23218,24825,31702,34884,38542,41445,45286,52587,60036,63609,69480,73317,79987,81747,83278,410,1767,1348,635,1854,1274,-1,953,1057,866,954,989,918,1110,1185,1136,1473,1304,1087,1205,1070,1248,1170,1244
1244,1063,CORTINA SUBIRANA Ramon,RIP CLUB ESPORTIU,V2 H,1245,ES,43:43:16,23:08:19,2842,4950,8530,11264,14036,16729,,24054,26269,28060,29938,34300,37195,39126,42004,46109,53637,59974,65275,70371,74232,78577,80410,83299,1059,646,466,1781,1347,1325,-1,1357,1056,772,1118,646,1530,1866,985,1740,1083,1072,1094,1162,1181,1127,1308,1245
1245,2806,KARAK Stefan,ZEMIANSKE KOSTOLANY,V3 H,1246,SK,43:43:29,23:08:32,3278,5075,9307,12651,15978,18538,,26619,29576,31322,33341,37846,41119,43414,46666,50719,58974,65237,69143,74006,76950,80811,82076,83312,489,1645,1029,719,650,1049,-1,783,774,1482,1024,1693,1681,859,895,885,1167,1112,1124,1281,1241,1208,1187,1246
1246,3384,MARTINEZ Pascal,S/L FC TERNAY,V1 H,1247,FR,43:44:20,23:09:23,2922,4333,7750,10097,12350,13881,,20262,22339,23917,25389,30066,33039,34791,37616,41542,49394,56614,62090,66854,71490,76893,79261,83363,451,2209,1031,1087,624,1619,-1,1195,1168,1063,1721,930,1902,1519,1519,1039,1338,1158,1616,1249,1161,1140,1266,1247
1247,3182,LEGRAND Francine,Federation Belgium Trail Running,V1 F,1248,BE,43:44:46,23:09:49,2300,3192,6332,8187,10553,11620,,16704,18846,20111,21546,26873,29200,31199,35119,39726,46248,55566,59476,65478,69109,78134,80213,83389,1075,1076,1949,2261,747,549,-1,1019,648,1934,998,1393,1223,1378,1465,973,956,982,1213,1086,1190,1255,1214,1248
1248,3427,DONATI Marco,,V1 H,1249,IT,43:45:56,23:10:59,3159,4842,8439,11292,13883,15616,,22105,25080,26844,28793,35432,38669,41445,44453,48610,56132,63165,67670,72405,75993,79904,81294,83459,658,2116,1640,2324,1196,548,-1,1027,1437,996,1023,1426,1372,1924,1077,1043,1277,1040,1212,1104,1214,1257,1213,1249
1249,4293,GAGE Laurent,,V1 H,1250,FR,43:46:11,23:11:14,1518,2315,5242,7671,9615,10895,,16089,18451,19795,21512,27130,29178,30851,33507,36469,42606,50384,53734,59256,62848,79439,81279,83474,1645,817,541,955,2215,1070,-1,1279,853,1126,767,1300,1550,770,1322,982,1240,1176,1299,1103,1355,1170,1228,1250
1250,3433,FALOMO Andrea,,V1 H,1251,IT,43:48:57,23:14:00,2787,3774,7043,9501,11793,13063,,20105,22670,24179,25813,31978,35287,38690,40954,43670,51373,59388,63421,69901,72494,77636,81263,83640,853,377,2071,952,692,1105,-1,1163,1080,1859,1787,1310,1150,1437,1201,1012,972,1188,1098,1605,1576,1165,1180,1251
1251,4513,RANDAZZO Elisabetta,AZZANO RUNNERS,V1 F,1252,IT,43:48:59,23:14:02,2797,3772,7042,9331,12239,13668,,20441,23074,24270,25830,32678,35320,38696,41790,45368,51583,59384,63424,69913,72495,79145,81260,83642,160,436,840,461,1048,1607,-1,527,953,872,702,1107,992,1133,1863,1105,1158,1019,1317,1254,1089,1245,1256,1252
1252,3335,DAURELLE Thierry,SLC MARTIGUES,V2 H,1253,FR,43:49:08,23:14:11,3236,5197,9598,12951,16035,18590,,25330,27559,29214,31018,35211,38779,41029,43956,47930,55250,62155,65958,69480,73261,77948,80143,83651,1936,1493,841,1690,708,496,-1,1492,1011,898,1863,933,1544,730,981,1104,1379,1215,1229,1312,1193,1149,1245,1253
1253,3341,DAURELLE Bernadette,SLC MARTIGUES,V2 F,1253,FR,43:49:08,23:14:11,3202,5198,9598,12943,16033,18590,,25332,27562,29172,31008,35226,38778,41036,43959,47928,55242,62158,65957,69484,73274,77950,80139,83651,2296,1000,463,1604,653,853,-1,1493,1855,1961,1534,1160,846,1152,848,970,1378,1177,1188,1372,1199,1233,1263,1254
1254,3945,DUCLOUX David,A.S BONDY TRAIL,V1 H,1255,FR,43:49:11,23:14:14,2906,4175,6867,9781,12905,14806,,22173,24480,25216,26672,31828,35585,37505,41691,44795,51632,62873,65524,70204,72235,78547,80643,83654,1102,466,723,1924,1493,2006,-1,932,2071,2064,1439,1251,958,1323,1033,1286,1062,1384,1191,1309,1383,1206,1186,1255
1255,4762,GUTIERREZ MERE José Antonio,AVIENTU,V2 H,1255,ES,43:49:11,23:14:14,2433,3457,6040,8234,10175,11507,,17012,20060,21462,22636,28466,30202,32464,36844,40023,45865,54057,60946,66749,70810,77729,80366,83654,1273,2197,595,923,2005,748,-1,1344,725,1055,1802,988,1037,768,1474,1379,1790,1091,1205,1191,1425,1309,1233,1256
1256,4037,GIBOURDEL Julien,AS BONDY,SE H,1257,FR,43:49:13,23:14:16,2601,3742,5912,7665,9293,10379,,21117,24957,26349,28047,34322,36788,39370,42965,45346,51629,62879,65526,70207,72234,78550,80629,83656,2208,1258,1546,565,899,721,-1,2067,658,1054,1280,1088,1453,1125,1860,1338,958,1552,1174,1345,1571,1198,1286,1257
1257,3863,BABUTY Philippe,SCAB,V2 H,1258,FR,43:49:17,23:14:20,2775,4304,8459,11234,14003,16156,,23007,25487,26894,28248,34380,38537,41693,45481,49002,56186,63157,67168,71843,74923,79801,81738,83660,841,1326,1118,488,689,610,-1,1010,2066,1433,1079,1110,957,1124,1009,888,1182,1447,1108,1241,1270,1269,1309,1258
1258,2516,PETITJEAN Pascal,SCAM MONTLUCON TRI,V1 H,1259,FR,43:50:59,23:16:02,2560,4047,9174,12070,14794,16616,,22881,25571,26959,28771,34534,36603,38504,41644,45036,50785,58605,61686,67021,70721,76465,79328,83762,669,2371,2435,1263,1264,1562,-1,1882,1439,1435,1619,631,1248,1078,1136,985,1308,1245,1444,1232,1320,1270,1257,1259
1259,3255,BEAUFFENY Frédéric,,V2 H,1260,FR,43:53:01,23:18:04,2695,4292,8950,11328,14281,16233,,23816,26971,28661,30811,36523,40432,42686,45967,49826,57065,63752,67590,72881,75630,80108,81942,83884,1076,1346,1734,1898,1533,620,-1,1604,1863,1530,1139,839,1086,1170,1251,1355,1309,1303,1273,1242,1397,1267,1255,1260
1260,2550,TAKEDA Koichi,,V1 H,1261,JP,43:53:22,23:18:25,3289,4998,8372,11026,13827,15477,,21476,23809,25622,27482,33679,36942,38785,42056,46100,51857,60966,64866,69300,72048,78113,80223,83905,1230,1201,1865,1345,1364,2066,-1,1637,1029,1856,1867,1378,1249,1444,1304,1067,1032,1444,1296,1175,1252,1214,1182,1261
1261,4703,TORRIJOS GARCIA Xavier,CENTRE EXCURSIONISTA INDEPENDENT DE CATALUNYA,V1 H,1262,ES,43:53:39,23:18:42,3459,5610,10412,13623,16935,19304,,26025,28636,30065,31494,35980,39183,41543,44228,48423,56090,62576,67335,71587,75178,79776,81490,83922,387,619,1927,1174,744,1813,-1,744,1860,1009,844,803,711,1024,1456,1721,1310,1474,1310,1230,1253,1213,1411,1262
1262,1483,LABISSE Sébastien,,SE H,1263,FR,43:54:49,23:19:52,2327,3329,6962,10256,12741,14962,,22620,25702,26949,28395,33259,36007,38639,41122,45237,53016,61714,65448,71403,73916,78082,80459,83992,770,1273,574,1779,2252,1265,-1,1171,1431,1693,843,1183,712,1255,1088,909,1251,1440,1298,1435,1360,1341,1288,1263
1263,4395,OHBA Takashi,,SE H,1264,JP,43:54:53,23:19:56,3018,4661,8581,11566,14694,16306,,23893,27404,29233,31007,36191,40200,43382,46180,49680,56732,63487,67147,71992,74229,79269,81288,83996,2061,1347,352,1048,976,1354,-1,901,1238,572,1273,1572,1087,1023,1061,1327,1304,1442,1329,1436,1192,1384,1229,1264
1264,3646,VAN DIJK Frédéric,S/ US PALAISEA ELAN 91,V1 H,1265,FR,43:55:08,23:20:11,3352,4857,7844,10157,12698,14286,,19940,22294,23656,25020,30144,33428,35631,38367,41912,48971,55509,60665,67535,71458,77905,80095,84011,764,1464,1948,1311,977,2065,-1,902,902,1218,943,1723,713,1454,1145,921,1118,1443,1443,1179,1243,1163,1275,1265
1265,2770,HARRIS Vance,,V2 H,1266,GB,43:55:45,23:20:48,3576,5550,9548,12395,15231,17551,,24220,27112,29132,31399,34742,38310,41846,44753,48479,55222,60538,64742,69448,73325,78068,80280,84048,904,1322,1017,2250,1446,779,-1,943,903,721,1193,1197,754,1443,1158,1092,1088,1448,1506,1291,1265,1228,1240,1266
1266,2632,CAO Jin,NORGES BANK SPORTS ASSOCIATION,SE H,1267,CN,43:56:13,23:21:16,2188,3415,7450,9465,11382,12893,,17912,20359,21970,23564,31408,34564,36657,39611,42256,47621,55502,59500,69002,72459,78761,81160,84076,722,575,633,1026,2250,1440,-1,1582,874,722,1128,730,964,1322,1043,1426,1540,1216,1505,1259,1446,1126,1323,1267
1267,4726,GONZALEZ GARCIA Eolo,ECOSUB ATLANTICO,V2 H,1268,ES,43:56:24,23:21:27,2099,3250,6649,8743,10916,13203,,22300,25626,27008,28970,34589,38675,40646,44887,48473,62385,66476,69722,73607,76077,80108,81744,84087,723,738,1138,859,1438,1442,-1,1511,700,1116,1011,975,1137,1441,1287,1686,1384,1217,1716,1153,1302,1326,1341,1268
1268,2726,GUERRA Patrick,RSMA MADININA TRIATHLON,V2 H,1269,FR,43:57:40,23:22:43,2448,3703,7023,10455,13125,14590,,20978,24056,25210,26775,31909,34992,37110,40326,43944,49951,56673,61104,67250,71441,78753,81191,84163,717,100,1235,1315,1157,725,-1,931,765,1153,1155,573,1117,1442,1607,1170,1252,1181,1095,1089,1274,1108,1271,1269
1269,2980,BOROCCO Catherine,,V1 F,1269,FR,43:57:40,23:22:43,2447,3704,7027,10467,13130,14586,,20981,24059,25212,26772,31943,34998,37088,40494,43947,49963,56759,61104,67266,71438,78758,81205,84163,1718,487,1903,1395,1262,1697,-1,647,1065,2059,2075,1143,715,1440,1118,1118,1042,1212,1211,1289,1447,1398,1219,1270
1270,4737,SULYOK Abris,,SE H,1271,HU,43:57:42,23:22:45,3658,5445,9179,11863,14740,16761,,23441,26159,28122,30252,34747,38293,40912,43299,46983,54116,61279,65072,69601,73220,79098,81150,84165,960,1614,1075,649,1639,709,-1,1920,1020,1293,1026,1439,1221,1010,1330,1317,1257,1244,1436,1181,1212,1229,1267,1271
1271,3297,HUNG FAT Cheung,,SE H,1272,CN,43:57:43,23:22:46,3204,4370,7476,10615,13040,14495,,23148,25897,27312,28358,36880,40075,42762,45495,49360,57114,63319,67799,73487,76736,80805,82056,84166,970,393,264,740,1559,1855,-1,914,900,830,774,1242,1701,933,1035,1161,1255,1075,1341,1182,1213,1358,1269,1272
1272,3907,TAKEISHI Koichi,TEAM CARELUGA,V2 H,1273,JP,43:58:38,23:23:41,3251,5042,8575,11148,13973,15742,,21889,24061,25323,26354,30677,34192,36382,39855,43235,49197,63211,66867,71125,73823,79261,81285,84221,360,473,1365,1069,741,1118,-1,702,816,1018,1607,1074,1334,923,1012,1474,1317,882,1306,1080,1189,1288,1270,1273
1273,4740,TRIBOLO Philippe,,SE H,1274,FR,43:59:13,23:24:16,2741,4053,7958,10418,12974,14194,,19663,22100,23707,24962,29073,31437,33554,35791,38601,44050,49044,52921,58624,62168,79907,82178,84256,524,1230,1398,1787,1943,861,-1,956,1923,892,1938,1323,1092,1304,973,882,1301,1242,1305,1188,1299,1271,1252,1274
1274,4621,SAKUDA Shoji,SKYMONKEY,SE H,1275,JP,44:00:32,23:25:35,3613,5857,10430,12551,15451,17738,,25058,27777,29545,31185,35575,39495,41564,43712,47780,55216,62995,66300,70035,73381,79264,80907,84335,994,1016,640,1814,642,977,-1,212,1666,1024,929,1105,1843,1287,956,1232,1503,1321,1548,1349,1301,1346,1251,1275
1275,4056,MILLER Tristan,RUNLIKECRAZY,SE H,1276,AU,44:01:37,23:26:40,2618,3549,7398,10041,12426,13653,,19775,21720,22797,23661,27552,32897,35859,38737,41224,46418,53620,57681,66259,70306,80561,82557,84400,1132,1982,400,1007,720,1805,-1,1616,1949,980,746,1104,1780,919,1263,1519,1192,1441,1437,1511,1522,1252,1290,1276
1276,3789,CHIOSSONE Marco,,V1 H,1277,AR,44:01:42,23:26:45,3053,4665,8086,10650,13027,14630,,21253,24085,26014,27532,32951,35817,37835,41709,45078,51042,60308,64267,70337,73769,79420,81330,84405,1856,1912,2256,776,703,1353,-1,1343,843,1783,1001,976,1699,827,1107,878,976,1178,1439,1039,1197,1287,1384,1277
1277,3276,REIS Benedicte,,V1 F,1278,FR,44:02:05,23:27:08,2613,3770,6854,8876,10843,12453,,17388,19156,20387,22119,26190,28262,29797,31725,34974,40152,48779,53894,60773,65376,75116,78175,84428,301,399,408,1009,1718,978,-1,1854,1640,1508,1130,1139,771,828,1379,1858,1261,1668,1438,1239,1202,1186,1326,1278
1278,3742,KUSTER Eric,,V1 H,1278,FR,44:02:05,23:27:08,2946,4489,7709,9945,12232,13828,,19647,21326,22613,24288,26487,28793,30993,33146,36512,41594,48777,53891,60751,65369,75001,78186,84428,2380,691,374,838,2191,742,-1,1240,1512,891,1037,1070,1302,1324,1552,995,1073,1723,1304,1240,1139,1378,1226,1279
1279,2722,WALTENER Philippe,,V2 H,1280,LU,44:02:06,23:27:09,2985,4728,7712,9947,12513,14652,,20612,22699,24217,26207,30697,33625,35701,39177,42437,47627,53236,57891,62866,67433,75004,78161,84429,1601,1218,778,839,1027,1150,-1,620,982,841,1965,985,1848,1730,969,1310,1090,1300,1431,1128,1217,1357,1250,1280
1280,1510,BOUCHI-LAMONTAGNE Jean-Philippe,CEVENNES TRAIL CLUB,V1 H,1281,FR,44:02:10,23:27:13,2347,3431,6441,8285,10247,11473,,17161,19433,21079,22373,28423,30776,33121,36572,40224,48624,58223,63718,68824,73573,79751,81734,84433,782,913,1790,593,609,865,-1,1165,1435,1603,1855,919,1317,1858,1310,1185,1194,1302,1123,1288,1438,1379,1273,1281
1281,4778,BALAHACHI Rafion,LEYRENNE AC/TEAM MAYOTTE TRAIL/SPIRIDON LIMOUSIN,SE H,1282,FR,44:03:42,23:28:45,3121,4433,8741,11271,15413,16727,,22768,25881,26652,27531,33807,36910,38553,43571,46679,54192,67047,70658,76588,77930,82768,83970,84525,843,1613,1104,1362,778,1027,-1,1435,1026,700,1220,794,1416,1474,1095,1859,1617,1098,1085,1290,1300,1226,1264,1282
